"","Area","Item","Element","Year","Value","Unit"
"131639","Eastern Africa","Maize (corn)","Emissions (CH4)","2018","42.9202","kilotonnes"
"131640","Eastern Africa","Maize (corn)","Emissions (CH4)","2019","40.2676","kilotonnes"
"131641","Eastern Africa","Maize (corn)","Emissions (CH4)","2020","46.0809","kilotonnes"
"131642","Eastern Africa","Maize (corn)","Emissions (CH4)","2030","42.6068","kilotonnes"
"131643","Eastern Africa","Maize (corn)","Emissions (CH4)","2050","46.3517","kilotonnes"
"131644","Eastern Africa","Rice","Biomass burned (dry matter)","1961","537859.85","tonnes"
"131645","Eastern Africa","Rice","Biomass burned (dry matter)","1962","563803.35","tonnes"
"131646","Eastern Africa","Rice","Biomass burned (dry matter)","1963","579267.15","tonnes"
"131647","Eastern Africa","Rice","Biomass burned (dry matter)","1964","579896.35","tonnes"
"131648","Eastern Africa","Rice","Biomass burned (dry matter)","1965","546382.1","tonnes"
"131649","Eastern Africa","Rice","Biomass burned (dry matter)","1966","661128.6","tonnes"
"131650","Eastern Africa","Rice","Biomass burned (dry matter)","1967","662867.7","tonnes"
"131651","Eastern Africa","Rice","Biomass burned (dry matter)","1968","684673.55","tonnes"
"131652","Eastern Africa","Rice","Biomass burned (dry matter)","1969","674385.25","tonnes"
"131653","Eastern Africa","Rice","Biomass burned (dry matter)","1970","705985.5","tonnes"
"131654","Eastern Africa","Rice","Biomass burned (dry matter)","1971","719076.05","tonnes"
"131655","Eastern Africa","Rice","Biomass burned (dry matter)","1972","732284.3","tonnes"
"131656","Eastern Africa","Rice","Biomass burned (dry matter)","1973","732416.85","tonnes"
"131657","Eastern Africa","Rice","Biomass burned (dry matter)","1974","761050.95","tonnes"
"131658","Eastern Africa","Rice","Biomass burned (dry matter)","1975","791612.25","tonnes"
"131659","Eastern Africa","Rice","Biomass burned (dry matter)","1976","825614.35","tonnes"
"131660","Eastern Africa","Rice","Biomass burned (dry matter)","1977","875767.2","tonnes"
"131661","Eastern Africa","Rice","Biomass burned (dry matter)","1978","871818.2","tonnes"
"131662","Eastern Africa","Rice","Biomass burned (dry matter)","1979","881917.3","tonnes"
"131663","Eastern Africa","Rice","Biomass burned (dry matter)","1980","894287.9","tonnes"
"131664","Eastern Africa","Rice","Biomass burned (dry matter)","1981","899248.9","tonnes"
"131665","Eastern Africa","Rice","Biomass burned (dry matter)","1982","913249.15","tonnes"
"131666","Eastern Africa","Rice","Biomass burned (dry matter)","1983","873475.35","tonnes"
"131667","Eastern Africa","Rice","Biomass burned (dry matter)","1984","893728.0","tonnes"
"131668","Eastern Africa","Rice","Biomass burned (dry matter)","1985","881444.3","tonnes"
"131669","Eastern Africa","Rice","Biomass burned (dry matter)","1986","910076.75","tonnes"
"131670","Eastern Africa","Rice","Biomass burned (dry matter)","1987","904208.8","tonnes"
"131671","Eastern Africa","Rice","Biomass burned (dry matter)","1988","911113.5","tonnes"
"131672","Eastern Africa","Rice","Biomass burned (dry matter)","1989","968412.5","tonnes"
"131673","Eastern Africa","Rice","Biomass burned (dry matter)","1990","983278.45","tonnes"
"131674","Eastern Africa","Rice","Biomass burned (dry matter)","1991","966372.0","tonnes"
"131675","Eastern Africa","Rice","Biomass burned (dry matter)","1992","948437.6","tonnes"
"131676","Eastern Africa","Rice","Biomass burned (dry matter)","1993","1013592.8","tonnes"
"131677","Eastern Africa","Rice","Biomass burned (dry matter)","1994","961190.45","tonnes"
"131678","Eastern Africa","Rice","Biomass burned (dry matter)","1995","998319.3","tonnes"
"131679","Eastern Africa","Rice","Biomass burned (dry matter)","1996","1076500.7","tonnes"
"131680","Eastern Africa","Rice","Biomass burned (dry matter)","1997","1072486.25","tonnes"
"131681","Eastern Africa","Rice","Biomass burned (dry matter)","1998","1211337.05","tonnes"
"131682","Eastern Africa","Rice","Biomass burned (dry matter)","1999","1078743.05","tonnes"
"131683","Eastern Africa","Rice","Biomass burned (dry matter)","2000","1096819.35","tonnes"
"131684","Eastern Africa","Rice","Biomass burned (dry matter)","2001","1093922.5","tonnes"
"131685","Eastern Africa","Rice","Biomass burned (dry matter)","2002","1279267.55","tonnes"
"131686","Eastern Africa","Rice","Biomass burned (dry matter)","2003","1195615.3","tonnes"
"131687","Eastern Africa","Rice","Biomass burned (dry matter)","2004","1190325.95","tonnes"
"131688","Eastern Africa","Rice","Biomass burned (dry matter)","2005","1378027.2","tonnes"
"131689","Eastern Africa","Rice","Biomass burned (dry matter)","2006","1383796.15","tonnes"
"131690","Eastern Africa","Rice","Biomass burned (dry matter)","2007","1348450.95","tonnes"
"131691","Eastern Africa","Rice","Biomass burned (dry matter)","2008","1522830.1","tonnes"
"131692","Eastern Africa","Rice","Biomass burned (dry matter)","2009","1422457.85","tonnes"
"131693","Eastern Africa","Rice","Biomass burned (dry matter)","2010","1628909.15","tonnes"
"131694","Eastern Africa","Rice","Biomass burned (dry matter)","2011","1552829.3","tonnes"
"131695","Eastern Africa","Rice","Biomass burned (dry matter)","2012","1487109.8","tonnes"
"131696","Eastern Africa","Rice","Biomass burned (dry matter)","2013","1419915.75","tonnes"
"131697","Eastern Africa","Rice","Biomass burned (dry matter)","2014","1447623.1","tonnes"
"131698","Eastern Africa","Rice","Biomass burned (dry matter)","2015","1418491.8","tonnes"
"131699","Eastern Africa","Rice","Biomass burned (dry matter)","2016","1424749.7","tonnes"
"131700","Eastern Africa","Rice","Biomass burned (dry matter)","2017","1380773.9","tonnes"
"131701","Eastern Africa","Rice","Biomass burned (dry matter)","2018","1776412.55","tonnes"
"131702","Eastern Africa","Rice","Biomass burned (dry matter)","2019","1837315.15","tonnes"
"131703","Eastern Africa","Rice","Biomass burned (dry matter)","2020","2149799.3","tonnes"
"131704","Eastern Africa","Rice","Biomass burned (dry matter)","2030","1858454.24","tonnes"
"131705","Eastern Africa","Rice","Biomass burned (dry matter)","2050","2228967.7164","tonnes"
"131706","Eastern Africa","Rice","Emissions (N2O)","1961","0.0377","kilotonnes"
"131707","Eastern Africa","Rice","Emissions (N2O)","1962","0.0395","kilotonnes"
"131708","Eastern Africa","Rice","Emissions (N2O)","1963","0.0405","kilotonnes"
"131709","Eastern Africa","Rice","Emissions (N2O)","1964","0.0406","kilotonnes"
"131710","Eastern Africa","Rice","Emissions (N2O)","1965","0.0382","kilotonnes"
"131711","Eastern Africa","Rice","Emissions (N2O)","1966","0.0463","kilotonnes"
"131712","Eastern Africa","Rice","Emissions (N2O)","1967","0.0464","kilotonnes"
"131713","Eastern Africa","Rice","Emissions (N2O)","1968","0.0479","kilotonnes"
"131714","Eastern Africa","Rice","Emissions (N2O)","1969","0.0472","kilotonnes"
"131715","Eastern Africa","Rice","Emissions (N2O)","1970","0.0494","kilotonnes"
"131716","Eastern Africa","Rice","Emissions (N2O)","1971","0.0503","kilotonnes"
"131717","Eastern Africa","Rice","Emissions (N2O)","1972","0.0513","kilotonnes"
"131718","Eastern Africa","Rice","Emissions (N2O)","1973","0.0513","kilotonnes"
"131719","Eastern Africa","Rice","Emissions (N2O)","1974","0.0533","kilotonnes"
"131720","Eastern Africa","Rice","Emissions (N2O)","1975","0.0554","kilotonnes"
"131721","Eastern Africa","Rice","Emissions (N2O)","1976","0.0578","kilotonnes"
"131722","Eastern Africa","Rice","Emissions (N2O)","1977","0.0613","kilotonnes"
"131723","Eastern Africa","Rice","Emissions (N2O)","1978","0.061","kilotonnes"
"131724","Eastern Africa","Rice","Emissions (N2O)","1979","0.0617","kilotonnes"
"131725","Eastern Africa","Rice","Emissions (N2O)","1980","0.0626","kilotonnes"
"131726","Eastern Africa","Rice","Emissions (N2O)","1981","0.0629","kilotonnes"
"131727","Eastern Africa","Rice","Emissions (N2O)","1982","0.0639","kilotonnes"
"131728","Eastern Africa","Rice","Emissions (N2O)","1983","0.0611","kilotonnes"
"131729","Eastern Africa","Rice","Emissions (N2O)","1984","0.0626","kilotonnes"
"131730","Eastern Africa","Rice","Emissions (N2O)","1985","0.0617","kilotonnes"
"131731","Eastern Africa","Rice","Emissions (N2O)","1986","0.0637","kilotonnes"
"131732","Eastern Africa","Rice","Emissions (N2O)","1987","0.0633","kilotonnes"
"131733","Eastern Africa","Rice","Emissions (N2O)","1988","0.0638","kilotonnes"
"131734","Eastern Africa","Rice","Emissions (N2O)","1989","0.0678","kilotonnes"
"131735","Eastern Africa","Rice","Emissions (N2O)","1990","0.0688","kilotonnes"
"131736","Eastern Africa","Rice","Emissions (N2O)","1991","0.0676","kilotonnes"
"131737","Eastern Africa","Rice","Emissions (N2O)","1992","0.0664","kilotonnes"
"131738","Eastern Africa","Rice","Emissions (N2O)","1993","0.071","kilotonnes"
"131739","Eastern Africa","Rice","Emissions (N2O)","1994","0.0673","kilotonnes"
"131740","Eastern Africa","Rice","Emissions (N2O)","1995","0.0699","kilotonnes"
"131741","Eastern Africa","Rice","Emissions (N2O)","1996","0.0754","kilotonnes"
"131742","Eastern Africa","Rice","Emissions (N2O)","1997","0.0751","kilotonnes"
"131743","Eastern Africa","Rice","Emissions (N2O)","1998","0.0848","kilotonnes"
"131744","Eastern Africa","Rice","Emissions (N2O)","1999","0.0755","kilotonnes"
"131745","Eastern Africa","Rice","Emissions (N2O)","2000","0.0768","kilotonnes"
"131746","Eastern Africa","Rice","Emissions (N2O)","2001","0.0766","kilotonnes"
"131747","Eastern Africa","Rice","Emissions (N2O)","2002","0.0895","kilotonnes"
"131748","Eastern Africa","Rice","Emissions (N2O)","2003","0.0837","kilotonnes"
"131749","Eastern Africa","Rice","Emissions (N2O)","2004","0.0833","kilotonnes"
"131750","Eastern Africa","Rice","Emissions (N2O)","2005","0.0965","kilotonnes"
"131751","Eastern Africa","Rice","Emissions (N2O)","2006","0.0969","kilotonnes"
"131752","Eastern Africa","Rice","Emissions (N2O)","2007","0.0944","kilotonnes"
"131753","Eastern Africa","Rice","Emissions (N2O)","2008","0.1066","kilotonnes"
"131754","Eastern Africa","Rice","Emissions (N2O)","2009","0.0996","kilotonnes"
"131755","Eastern Africa","Rice","Emissions (N2O)","2010","0.114","kilotonnes"
"131756","Eastern Africa","Rice","Emissions (N2O)","2011","0.1087","kilotonnes"
"131757","Eastern Africa","Rice","Emissions (N2O)","2012","0.1041","kilotonnes"
"131758","Eastern Africa","Rice","Emissions (N2O)","2013","0.0994","kilotonnes"
"131759","Eastern Africa","Rice","Emissions (N2O)","2014","0.1013","kilotonnes"
"131760","Eastern Africa","Rice","Emissions (N2O)","2015","0.0993","kilotonnes"
"131761","Eastern Africa","Rice","Emissions (N2O)","2016","0.0997","kilotonnes"
"131762","Eastern Africa","Rice","Emissions (N2O)","2017","0.0967","kilotonnes"
"131763","Eastern Africa","Rice","Emissions (N2O)","2018","0.1243","kilotonnes"
"131764","Eastern Africa","Rice","Emissions (N2O)","2019","0.1286","kilotonnes"
"131765","Eastern Africa","Rice","Emissions (N2O)","2020","0.1505","kilotonnes"
"131766","Eastern Africa","Rice","Emissions (N2O)","2030","0.1301","kilotonnes"
"131767","Eastern Africa","Rice","Emissions (N2O)","2050","0.156","kilotonnes"
"131768","Eastern Africa","Rice","Emissions (CH4)","1961","1.4522","kilotonnes"
"131769","Eastern Africa","Rice","Emissions (CH4)","1962","1.5223","kilotonnes"
"131770","Eastern Africa","Rice","Emissions (CH4)","1963","1.564","kilotonnes"
"131771","Eastern Africa","Rice","Emissions (CH4)","1964","1.5657","kilotonnes"
"131772","Eastern Africa","Rice","Emissions (CH4)","1965","1.4752","kilotonnes"
"131773","Eastern Africa","Rice","Emissions (CH4)","1966","1.785","kilotonnes"
"131774","Eastern Africa","Rice","Emissions (CH4)","1967","1.7897","kilotonnes"
"131775","Eastern Africa","Rice","Emissions (CH4)","1968","1.8486","kilotonnes"
"131776","Eastern Africa","Rice","Emissions (CH4)","1969","1.8208","kilotonnes"
"131777","Eastern Africa","Rice","Emissions (CH4)","1970","1.9062","kilotonnes"
"131778","Eastern Africa","Rice","Emissions (CH4)","1971","1.9415","kilotonnes"
"131779","Eastern Africa","Rice","Emissions (CH4)","1972","1.9772","kilotonnes"
"131780","Eastern Africa","Rice","Emissions (CH4)","1973","1.9775","kilotonnes"
"131781","Eastern Africa","Rice","Emissions (CH4)","1974","2.0548","kilotonnes"
"131782","Eastern Africa","Rice","Emissions (CH4)","1975","2.1374","kilotonnes"
"131783","Eastern Africa","Rice","Emissions (CH4)","1976","2.2292","kilotonnes"
"131784","Eastern Africa","Rice","Emissions (CH4)","1977","2.3646","kilotonnes"
"131785","Eastern Africa","Rice","Emissions (CH4)","1978","2.3539","kilotonnes"
"131786","Eastern Africa","Rice","Emissions (CH4)","1979","2.3812","kilotonnes"
"131787","Eastern Africa","Rice","Emissions (CH4)","1980","2.4146","kilotonnes"
"131788","Eastern Africa","Rice","Emissions (CH4)","1981","2.428","kilotonnes"
"131789","Eastern Africa","Rice","Emissions (CH4)","1982","2.4658","kilotonnes"
"131790","Eastern Africa","Rice","Emissions (CH4)","1983","2.3584","kilotonnes"
"131791","Eastern Africa","Rice","Emissions (CH4)","1984","2.4131","kilotonnes"
"131792","Eastern Africa","Rice","Emissions (CH4)","1985","2.3799","kilotonnes"
"131793","Eastern Africa","Rice","Emissions (CH4)","1986","2.4572","kilotonnes"
"131794","Eastern Africa","Rice","Emissions (CH4)","1987","2.4414","kilotonnes"
"131795","Eastern Africa","Rice","Emissions (CH4)","1988","2.46","kilotonnes"
"131796","Eastern Africa","Rice","Emissions (CH4)","1989","2.6147","kilotonnes"
"131797","Eastern Africa","Rice","Emissions (CH4)","1990","2.6549","kilotonnes"
"131798","Eastern Africa","Rice","Emissions (CH4)","1991","2.6092","kilotonnes"
"131799","Eastern Africa","Rice","Emissions (CH4)","1992","2.5608","kilotonnes"
"131800","Eastern Africa","Rice","Emissions (CH4)","1993","2.7367","kilotonnes"
"131801","Eastern Africa","Rice","Emissions (CH4)","1994","2.5952","kilotonnes"
"131802","Eastern Africa","Rice","Emissions (CH4)","1995","2.6955","kilotonnes"
"131803","Eastern Africa","Rice","Emissions (CH4)","1996","2.9066","kilotonnes"
"131804","Eastern Africa","Rice","Emissions (CH4)","1997","2.8957","kilotonnes"
"131805","Eastern Africa","Rice","Emissions (CH4)","1998","3.2706","kilotonnes"
"131806","Eastern Africa","Rice","Emissions (CH4)","1999","2.9126","kilotonnes"
"131807","Eastern Africa","Rice","Emissions (CH4)","2000","2.9614","kilotonnes"
"131808","Eastern Africa","Rice","Emissions (CH4)","2001","2.9536","kilotonnes"
"131809","Eastern Africa","Rice","Emissions (CH4)","2002","3.454","kilotonnes"
"131810","Eastern Africa","Rice","Emissions (CH4)","2003","3.2282","kilotonnes"
"131811","Eastern Africa","Rice","Emissions (CH4)","2004","3.2139","kilotonnes"
"131812","Eastern Africa","Rice","Emissions (CH4)","2005","3.7207","kilotonnes"
"131813","Eastern Africa","Rice","Emissions (CH4)","2006","3.7362","kilotonnes"
"131814","Eastern Africa","Rice","Emissions (CH4)","2007","3.6408","kilotonnes"
"131815","Eastern Africa","Rice","Emissions (CH4)","2008","4.1116","kilotonnes"
"131816","Eastern Africa","Rice","Emissions (CH4)","2009","3.8406","kilotonnes"
"131817","Eastern Africa","Rice","Emissions (CH4)","2010","4.3981","kilotonnes"
"131818","Eastern Africa","Rice","Emissions (CH4)","2011","4.1926","kilotonnes"
"131819","Eastern Africa","Rice","Emissions (CH4)","2012","4.0152","kilotonnes"
"131820","Eastern Africa","Rice","Emissions (CH4)","2013","3.8338","kilotonnes"
"131821","Eastern Africa","Rice","Emissions (CH4)","2014","3.9086","kilotonnes"
"131822","Eastern Africa","Rice","Emissions (CH4)","2015","3.8299","kilotonnes"
"131823","Eastern Africa","Rice","Emissions (CH4)","2016","3.8468","kilotonnes"
"131824","Eastern Africa","Rice","Emissions (CH4)","2017","3.7281","kilotonnes"
"131825","Eastern Africa","Rice","Emissions (CH4)","2018","4.7963","kilotonnes"
"131826","Eastern Africa","Rice","Emissions (CH4)","2019","4.9608","kilotonnes"
"131827","Eastern Africa","Rice","Emissions (CH4)","2020","5.8045","kilotonnes"
"131828","Eastern Africa","Rice","Emissions (CH4)","2030","5.0178","kilotonnes"
"131829","Eastern Africa","Rice","Emissions (CH4)","2050","6.0182","kilotonnes"
"131830","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1961","144961.7","tonnes"
"131831","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1962","152989.85","tonnes"
"131832","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1963","156906.1","tonnes"
"131833","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1964","161870.15","tonnes"
"131834","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1965","166589.8","tonnes"
"131835","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1966","175729.45","tonnes"
"131836","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1967","180933.35","tonnes"
"131837","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1968","190438.95","tonnes"
"131838","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1969","202218.9","tonnes"
"131839","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1970","214035.9","tonnes"
"131840","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1971","210470.0","tonnes"
"131841","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1972","212967.95","tonnes"
"131842","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1973","214454.5","tonnes"
"131843","Eastern Africa","Sugar cane","Biomass burned (dry matter)","1974","216241.35","tonnes"
